E (meV)	LETLET77597_1.05meV_rings_0.35A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.45A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.55A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.6499999999999999A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.75A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.8499999999999999A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.95A-1	err	E (meV)	LETLET77597_1.05meV_rings_1.0499999999999998A-1	err	E (meV)	LETLET77597_1.05meV_rings_1.15A-1	err	E (meV)	LETLET77597_1.05meV_rings_1.25A-1	err
-0.7870094794	-0.5363510942	0.06505782175	-0.7870094794	-0.3330478562	0.01664550513	-0.7870094794	-0.2753034789	0.0114476877	-0.7870094794	0.6736573742	0.9363540713	-0.7870094794	-0.2763822438	0.01720302201	-0.7870094794	-0.3181611679	0.01711731561	-0.7870094794	-0.305069262	0.01731401443	-0.7870094794	-0.294969662	0.01716008733	-0.7870094794	-0.2463691168	0.01413093426	-0.7870094794	-0.2877169791	0.01515406219
-0.7820027135	2.564281747	3.10162054	-0.7820027135	0.4753388637	0.8755804799	-0.7820027135	-0.2761874628	0.01149188994	-0.7820027135	-0.1950868587	0.2097192325	-0.7820027135	1.027067594	1.411362183	-0.7820027135	-0.3187184855	0.01718131006	-0.7820027135	-0.3074643791	0.01738725681	-0.7820027135	-0.2966404203	0.01727082624	-0.7820027135	-0.2471660954	0.0141814893	-0.7820027135	-0.289497789	0.01523823127
-0.7769959476	-0.537398488	0.06450391436	-0.7769959476	-0.2020948592	0.3577882077	-0.7769959476	-0.03086085886	0.3967140726	-0.7769959476	0.4521648474	0.8535683104	-0.7769959476	0.4432768505	0.9844883393	-0.7769959476	-0.3191304413	0.01726332452	-0.7769959476	0.9197202014	1.229672468	-0.7769959476	-0.2983179494	0.01737955968	-0.7769959476	-0.2479516198	0.01423146024	-0.7769959476	-0.2913288045	0.01532880431
-0.7719891817	-0.5386670784	0.06441086101	-0.7719891817	-0.3391919977	0.01674880941	-0.7719891817	-0.1978540425	0.2259645511	-0.7719891817	-0.02274179253	0.4828198149	-0.7719891817	-0.1325969536	0.4391985648	-0.7719891817	-0.3198247631	0.01733626073	-0.7719891817	1.695813996	1.555184945	-0.7719891817	-0.3002018846	0.01746119218	-0.7719891817	-0.2486518741	0.01428236467	-0.7719891817	-0.2934897298	0.0154122531
-0.7669824159	-0.5395936461	0.06419396995	-0.7669824159	0.5123739018	0.8537472677	-0.7669824159	-0.2783357655	0.01163286013	-0.7669824159	-0.2433625585	0.01313400519	-0.7669824159	-0.2890980158	0.01775184871	-0.7669824159	0.3952073229	0.9470005793	-0.7669824159	0.7963572859	1.167129052	-0.7669824159	-0.3024836997	0.01753499444	-0.7669824159	-0.2486720547	0.01432066855	-0.7669824159	0.2880735527	0.7732744154
-0.76197565	-0.5382649392	0.06302557847	-0.76197565	-0.3427028645	0.01681553081	-0.76197565	0.03800859658	0.4600483057	-0.76197565	-0.244406193	0.01322966477	-0.76197565	-0.2920979091	0.01789367563	-0.76197565	0.2135507956	0.8172162306	-0.76197565	0.2154384543	0.8110667291	-0.76197565	-0.3046784018	0.01762654632	-0.76197565	0.3067761766	0.8048694644	-0.76197565	1.168818258	1.228542113
-0.7569688841	-0.536715046	0.06157513556	-0.7569688841	-0.3436164045	0.01684747691	-0.7569688841	0.7096326527	0.8021909359	-0.7569688841	-0.2454576624	0.01332609975	-0.7569688841	-0.2951277614	0.01803670288	-0.7569688841	-0.3225524496	0.01751054791	-0.7569688841	-0.3163918663	0.01784192266	-0.7569688841	0.1432993419	0.7301389068	-0.7569688841	0.3613064133	0.8426161501	-0.7569688841	-0.3025267581	0.01574592224
-0.7519621182	1.221056936	3.286753768	-0.7519621182	-0.3445213732	0.01687724404	-0.7519621182	-0.2813817986	0.01177262806	-0.7519621182	-0.2465170535	0.01342331799	-0.7519621182	-0.2981331985	0.01817614671	-0.7519621182	-0.3239251515	0.01760545689	-0.7519621182	-0.3171273313	0.01785860344	-0.7519621182	0.423406823	0.9322989119	-0.7519621182	-0.2483160077	0.01439458149	-0.7519621182	1.170842305	1.233020431
-0.7469553523	3.846564667	5.183896118	-0.7469553523	-0.3450701036	0.01686592335	-0.7469553523	-0.2824920518	0.01183249082	-0.7469553523	1.175721134	1.214131882	-0.7469553523	-0.3006853345	0.01827467375	-0.7469553523	-0.325845052	0.01774020812	-0.7469553523	-0.3180879472	0.01790988429	-0.7469553523	-0.3125198215	0.01799624517	-0.7469553523	-0.2483748782	0.01442940063	-0.7469553523	0.8647775531	1.091506792
-0.7419485864	-0.5361286962	0.05763689126	-0.7419485864	-0.345390699	0.01682641103	-0.7419485864	-0.2836772177	0.01190308477	-0.7419485864	1.567483788	1.431131633	-0.7419485864	-0.3030984004	0.01837451529	-0.7419485864	-0.3280736311	0.01788264538	-0.7419485864	1.195909676	1.514976539	-0.7419485864	0.01067176718	0.682775123	-0.7419485864	0.7217644324	1.034459007	-0.7419485864	-0.2327353427	0.2864293071
-0.7369418206	-0.5381088883	0.05649707642	-0.7369418206	-0.3457205482	0.01678890353	-0.7369418206	0.3621133059	0.6472430764	-0.7369418206	-0.2500890059	0.01372595631	-0.7369418206	-0.304885427	0.01850291022	-0.7369418206	0.9248222629	1.255676051	-0.7369418206	-0.3197441995	0.01804644153	-0.7369418206	1.209256366	1.605371076	-0.7369418206	0.008901468195	0.544963736	-0.7369418206	0.4607252394	0.899018059
-0.7319350547	-0.5399277081	0.055184495	-0.7319350547	-0.3460065241	0.01678919127	-0.7319350547	-0.2865523627	0.01236992608	-0.7319350547	-0.2518238171	0.01385515909	-0.7319350547	-0.3059913376	0.01859849712	-0.7319350547	-0.3336156436	0.01896255637	-0.7319350547	0.7817092648	1.159154848	-0.7319350547	2.854022563	3.174221307	-0.7319350547	0.8392822794	1.089124104	-0.7319350547	0.7018074196	1.01752932
-0.7269282888	-0.5415573712	0.05375051834	-0.7269282888	-0.346178844	0.01679752907	-0.7269282888	-0.2881002458	0.01210041945	-0.7269282888	-0.2535683859	0.01398553341	-0.7269282888	0.8910435528	1.331711842	-0.7269282888	0.6655559359	1.114176043	-0.7269282888	-0.206375256	0.374619338	-0.7269282888	-0.3222479442	0.0184410194	-0.7269282888	-0.2503306074	0.0146145426	-0.7269282888	2.094963455	1.831397241
-0.7219215229	-0.3000928973	0.5746320436	-0.7219215229	1.733591796	1.602087876	-0.7219215229	-0.2896488175	0.01216197241	-0.7219215229	-0.2553293104	0.01411702657	-0.7219215229	-0.02611603277	0.6462545502	-0.7219215229	-0.1041607125	0.5405476309	-0.7219215229	-0.3229158482	0.01812652875	-0.7219215229	-0.3243954793	0.01853690821	-0.7219215229	-0.2513344117	0.01468573311	-0.7219215229	-0.1228762409	0.4475414808
-0.716914757	-0.5427584616	0.05050589753	-0.716914757	-0.3465088289	0.01679250569	-0.716914757	0.9427871602	0.8726725384	-0.716914757	-0.2571067811	0.0142496509	-0.716914757	-0.3091290677	0.01884478565	-0.716914757	-0.3431424219	0.01867246009	-0.716914757	-0.3239653278	0.01817234952	-0.716914757	-0.3261581672	0.01861474647	-0.716914757	0.8342211022	1.087186661	-0.716914757	-0.3189911714	0.01639160291
-0.7119079911	-0.5460331194	0.05011711186	-0.7119079911	1.211183368	1.557765824	-0.7119079911	-0.2928567416	0.01230835526	-0.7119079911	0.8347718986	1.09377165	-0.7119079911	-0.3102299252	0.01890034434	-0.7119079911	0.9099903337	1.256309962	-0.7119079911	-0.3251802894	0.01824443331	-0.7119079911	-0.3278700177	0.01869608118	-0.7119079911	2.590037581	1.791742757	-0.7119079911	0.7408785804	1.036808344
-0.7069012253	3.99971292	6.950804994	-0.7069012253	-0.3464490661	0.01669653198	-0.7069012253	-0.2944869635	0.01239732127	-0.7069012253	-0.2609232099	0.01450547914	-0.7069012253	-0.3111388758	0.01899820718	-0.7069012253	0.1938941664	0.8299396195	-0.7069012253	-0.3265497727	0.01831335376	-0.7069012253	-0.3295028232	0.01878478309	-0.7069012253	0.7223356412	1.028916802	-0.7069012253	2.118144633	1.581395305
-0.7018944594	5.525222789	8.03945402	-0.7018944594	-0.3463858643	0.01666784301	-0.7018944594	0.3596270946	0.6558643763	-0.7018944594	-0.2628951855	0.01463100381	-0.7018944594	0.1604932869	0.8186546424	-0.7018944594	0.3710790416	0.9569507306	-0.7018944594	-0.3286763553	0.01835393259	-0.7018944594	-0.3308232586	0.01889626537	-0.7018944594	0.3736750331	0.8346821301	-0.7018944594	0.2624717704	0.7752101842
-0.6968876935	-0.5529194119	0.04911519385	-0.6968876935	-0.1709112665	0.3596504208	-0.6968876935	-0.2979888661	0.0125548511	-0.6968876935	-0.2646939097	0.01476540163	-0.6968876935	0.6321720706	1.157778702	-0.6968876935	-0.3549409027	0.01930984269	-0.6968876935	-0.3312443642	0.01841502722	-0.6968876935	-0.3319028295	0.01897452476	-0.6968876935	-0.2581961381	0.01506450329	-0.6968876935	0.7032870529	1.028119383
-0.6918809276	-0.5519870024	0.04838244478	-0.6918809276	0.2170562593	0.645422669	-0.6918809276	-0.2103231492	0.23730642	-0.6918809276	1.029241257	1.295837048	-0.6918809276	-0.3140247562	0.01928453845	-0.6918809276	-0.3577471378	0.01946835106	-0.6918809276	-0.3341883815	0.01850902783	-0.6918809276	-0.3327685706	0.01903433427	-0.6918809276	-0.2591900368	0.01513285975	-0.6918809276	-0.1806950167	0.385351699
-0.6868741617	-0.5493010062	0.04759692726	-0.6868741617	-0.3470425607	0.0166869878	-0.6868741617	0.2649398816	0.5959523355	-0.6868741617	0.5428638033	0.8113459225	-0.6868741617	-0.3152958235	0.01935943864	-0.6868741617	-0.3604824372	0.01963625067	-0.6868741617	0.9656885814	1.272953454	-0.6868741617	-0.3336403426	0.0190945053	-0.6868741617	-0.2597778975	0.01518873961	-0.6868741617	0.5456319827	0.944140476
-0.6818673958	-0.5464664535	0.0467861727	-0.6818673958	-0.3481568757	0.0167027215	-0.6818673958	0.9795412094	0.931516998	-0.6818673958	-0.2702133992	0.015177183	-0.6818673958	-0.3167891616	0.01942452579	-0.6818673958	-0.3632629478	0.0198028683	-0.6818673958	0.8460635798	1.215363668	-0.6818673958	-0.3345252787	0.01916075281	-0.6818673958	-0.2595507522	0.01524571765	-0.6818673958	-0.3321694916	0.01692147595
-0.6768606299	3.067955866	2.718149631	-0.6768606299	1.592724976	1.561918576	-0.6768606299	-0.2714244375	0.1566237736	-0.6768606299	1.002429262	1.274878635	-0.6768606299	-0.3183482293	0.01951530943	-0.6768606299	-0.3657403147	0.01994897088	-0.6768606299	1.046822332	1.389818189	-0.6768606299	-0.3352607355	0.01925242132	-0.6768606299	-0.2592208486	0.01530982323	-0.6768606299	-0.3363789551	0.01703544718
-0.6718538641	-0.1794450937	0.9296972868	-0.6718538641	-0.03007477584	0.6337589102	-0.6718538641	0.3289685364	0.6362991876	-0.6718538641	-0.2753571096	0.01547103946	-0.6718538641	-0.3197208782	0.01964661641	-0.6718538641	-0.3675465494	0.02006487176	-0.6718538641	-0.3458767131	0.01890063858	-0.6718538641	-0.3360107885	0.01933470576	-0.6718538641	-0.2589936094	0.01537794542	-0.6718538641	-0.3406369566	0.01716031891
-0.6668470982	-0.5282014426	0.04299929744	-0.6668470982	-0.3515578322	0.01672194727	-0.6668470982	-0.3086580442	0.01306252769	-0.6668470982	-0.2782977179	0.01564932029	-0.6668470982	-0.3211779214	0.01975055283	-0.6668470982	-0.3693308739	0.02018267421	-0.6668470982	-0.3485367997	0.01900266767	-0.6668470982	-0.3371482911	0.01940220575	-0.6668470982	-0.2588616889	0.01545452929	-0.6668470982	-0.3447424291	0.01724779301
-0.6618403323	4.285994857	5.142569192	-0.6618403323	-0.3529368181	0.01676401637	-0.6618403323	0.4393290166	0.7495144343	-0.6618403323	-0.2812242811	0.01583195698	-0.6618403323	-0.3226684165	0.01984936854	-0.6618403323	-0.3711319939	0.02030042215	-0.6618403323	-0.3512067793	0.01910677398	-0.6618403323	-0.3383062564	0.0194697932	-0.6618403323	-0.259252482	0.0155705955	-0.6618403323	-0.3486051819	0.01731056799
-0.6568335664	3.098471447	4.464928801	-0.6568335664	0.8535721514	1.208323099	-0.6568335664	-0.3114952426	0.01319821802	-0.6568335664	-0.2841825847	0.01601616337	-0.6568335664	-0.3247440226	0.01994616059	-0.6568335664	-0.3725224936	0.02040054752	-0.6568335664	-0.3538129173	0.01922904137	-0.6568335664	0.8587283557	1.19835435	-0.6568335664	-0.2598965944	0.01569443814	-0.6568335664	-0.3528347424	0.01741195263
-0.6518268005	-0.5147077105	0.03976570139	-0.6518268005	-0.3564157813	0.01684816106	-0.6518268005	-0.3129248921	0.01326696315	-0.6518268005	-0.2871730179	0.01620196002	-0.6518268005	-0.3275865967	0.02003988694	-0.6518268005	-0.3733213998	0.02049846481	-0.6518268005	0.1196546639	0.7716901149	-0.6518268005	0.8629505192	1.203945484	-0.6518268005	0.9069121443	1.167195141	-0.6518268005	-0.35705032	0.01749863571
-0.6468200346	-0.5121697495	0.0388123964	-0.6468200346	0.547592583	0.9063309443	-0.6468200346	-0.3138949151	0.01334108708	-0.6468200346	-0.2902008206	0.01638956904	-0.6468200346	-0.3304342268	0.02014289418	-0.6468200346	-0.374262503	0.02060920812	-0.6468200346	0.4130389368	0.9814102053	-0.6468200346	0.8422226896	1.185007477	-0.6468200346	-0.2611001361	0.01594054193	-0.6468200346	-0.3600885692	0.01754091693
-0.6418132688	4.253305953	4.765577554	-0.6418132688	-0.3605964036	0.01688539413	-0.6418132688	-0.1933207629	0.2782324338	-0.6418132688	-0.2938575045	0.01659589836	-0.6418132688	-0.3327657116	0.02027224678	-0.6418132688	-0.3753179398	0.0207135837	-0.6418132688	-0.3610058714	0.0195041088	-0.6418132688	-0.344771689	0.01984984054	-0.6418132688	-0.2634929707	0.01609128201	-0.6418132688	0.8420063288	1.102642502
-0.6368065029	-0.5123734442	0.03763810453	-0.6368065029	0.3183251085	0.6813628202	-0.6368065029	0.202367249	0.5752859852	-0.6368065029	-0.2976947673	0.01681359911	-0.6368065029	-0.3347985198	0.0203853219	-0.6368065029	-0.3763745699	0.02081638785	-0.6368065029	0.8879141465	1.251112253	-0.6368065029	-0.3469566484	0.01994445115	-0.6368065029	-0.2659336172	0.01624336174	-0.6368065029	0.4587238102	0.9118913412
-0.631799737	-0.5133356242	0.03708669099	-0.631799737	-0.3644040858	0.01694407015	-0.631799737	-0.3164484806	0.01358223792	-0.631799737	-0.301320848	0.0170543017	-0.631799737	-0.336878732	0.02047495336	-0.631799737	0.8987830742	1.276384352	-0.631799737	-0.3650949955	0.01968630819	-0.631799737	-0.3490408147	0.02003407698	-0.631799737	0.6444181697	0.9130722923	-0.631799737	-0.3618293396	0.01759471208
-0.6267929711	-0.5162367317	0.03670152744	-0.6267929711	2.199095597	1.527301839	-0.6267929711	-0.3174539425	0.01365043708	-0.6267929711	-0.3050352849	0.01729953035	-0.6267929711	2.867912146	2.337101543	-0.6267929711	0.9964066926	1.448493989	-0.6267929711	-0.221846302	0.4608773626	-0.6267929711	-0.3509988362	0.02015387395	-0.6267929711	-0.2723446491	0.01707291001	-0.6267929711	-0.3617831089	0.01762562178
-0.6217862052	-0.520217919	0.03647813447	-0.6217862052	1.930325235	1.396245291	-0.6217862052	0.9635821585	0.9066217277	-0.6217862052	-0.3087448417	0.017543988	-0.6217862052	1.016842325	1.433480592	-0.6217862052	0.8858320572	1.26494585	-0.6217862052	0.7289917816	1.219629126	-0.6217862052	-0.3530918475	0.02028109268	-0.6217862052	-0.2766417901	0.0167417448	-0.6217862052	-0.3613068833	0.01766398956
-0.6167794393	-0.5272741634	0.0367776245	-0.6167794393	0.4301592083	0.7735795043	-0.6167794393	0.3528175409	0.6708746634	-0.6167794393	0.4564073105	0.9099593764	-0.6167794393	0.8535145444	1.2611871	-0.6167794393	-0.3794365648	0.02120230551	-0.6167794393	-0.1117158176	0.5914549369	-0.6167794393	2.06297856	1.710165222	-0.6167794393	-0.2807307436	0.01690656095	-0.6167794393	-0.3600707107	0.01764752978
-0.6117726735	2.802846121	3.337624148	-0.6117726735	0.2033502852	0.6681077974	-0.6117726735	-0.2142321219	0.2669838549	-0.6117726735	3.120249404	1.901383947	-0.6117726735	0.02162588152	0.6893106499	-0.6117726735	-0.3801449762	0.02129748641	-0.6117726735	0.8696768791	1.241086136	-0.6117726735	0.3914871448	0.9523167273	-0.6117726735	-0.2848952843	0.01707319095	-0.6117726735	-0.3585792308	0.01764142148
-0.6067659076	-0.5422535842	0.03734707466	-0.6067659076	0.6210084684	0.8487043811	-0.6067659076	-0.3211780237	0.01396716343	-0.6067659076	-0.3199462686	0.01826347255	-0.6067659076	-0.3490867307	0.02089862193	-0.6067659076	-0.3808923497	0.02138979392	-0.6067659076	-0.3727827146	0.02008626576	-0.6067659076	0.1011081577	0.7452403325	-0.6067659076	0.2998972128	0.8162039083	-0.6067659076	-0.3568359109	0.01766252358
-0.6017591417	1.28258631	1.833933613	-0.6017591417	0.4208888278	0.7968927097	-0.6017591417	0.280333277	0.6512285807	-0.6017591417	0.2464322757	0.8698387773	-0.6017591417	-0.3522531471	0.02102161335	-0.6017591417	-0.3818954844	0.02146424194	-0.6017591417	-0.3734728905	0.02013605788	-0.6017591417	0.1595053302	0.7930862768	-0.6017591417	1.390033488	1.388466737	-0.6017591417	0.08177140988	0.6683612091
-0.5967523758	-0.5595815365	0.03801941825	-0.5967523758	-0.1210966852	0.4444192619	-0.5967523758	0.4790348112	0.7509135299	-0.5967523758	0.4339455379	1.005003757	-0.5967523758	-0.1478221545	0.5241640121	-0.5967523758	-0.1604465996	0.5313941713	-0.5967523758	-0.3736715478	0.02018553545	-0.5967523758	1.539448669	1.515926881	-0.5967523758	-0.3027200406	0.01769272486	-0.5967523758	0.2262539687	0.768918244
-0.5917456099	-0.5668555841	0.03831336153	-0.5917456099	0.1337652612	0.6284976174	-0.5917456099	-0.3242417271	0.01420860267	-0.5917456099	-0.3284179852	0.01891828711	-0.5917456099	0.4199469407	1.037383573	-0.5917456099	0.04532187688	0.7383446284	-0.5917456099	0.8834227683	1.257396104	-0.5917456099	1.130434466	1.341431937	-0.5917456099	0.4043128612	1.46153254	-0.5917456099	0.6661335372	1.020579747
-0.586738844	-0.159437756	1.097573621	-0.586738844	0.4961650037	0.820764494	-0.586738844	0.4094441653	0.7349124936	-0.586738844	-0.3312298842	0.01914182097	-0.586738844	0.7505427474	1.273679846	-0.586738844	-0.3869253866	0.02183716076	-0.586738844	-0.3740506433	0.02030235842	-0.586738844	0.5624863584	1.060720053	-0.586738844	1.96008605	2.605867668	-0.586738844	-0.3544001971	0.01780095956
-0.5817320782	1.912093915	2.692811808	-0.5817320782	0.2518022275	0.6857153714	-0.5817320782	-0.3263467407	0.01436305477	-0.5817320782	1.222358719	1.55655112	-0.5817320782	-0.3009913629	0.2837069401	-0.5817320782	-0.3897813766	0.02198824938	-0.5817320782	0.898115654	1.272600124	-0.5817320782	-0.305379983	0.2684333907	-0.5817320782	-0.2652051246	0.2514499501	-0.5817320782	-0.3555074993	0.01786843521
-0.5767253123	0.962069133	1.586832487	-0.5767253123	-0.3851478712	0.0172586126	-0.5767253123	-0.3271103656	0.01445655817	-0.5767253123	-0.3367340375	0.01957521485	-0.5767253123	0.872537938	1.267816769	-0.5767253123	-0.3928253023	0.02213436791	-0.5767253123	-0.3750717094	0.02038841828	-0.5767253123	0.8047328844	1.197604265	-0.5767253123	0.7684983219	1.121212722	-0.5767253123	-0.3574123914	0.01798742807
-0.5717185464	4.294631311	3.433499036	-0.5717185464	0.5373370042	0.7899805809	-0.5717185464	0.002335116173	0.4738338139	-0.5717185464	-0.3390073723	0.0197494188	-0.5717185464	-0.3668945299	0.02155399539	-0.5717185464	-0.3959369363	0.02224940512	-0.5717185464	0.8518154455	1.228132462	-0.5717185464	-0.3635165157	0.02110078355	-0.5717185464	-0.3315525847	0.01869465838	-0.5717185464	-0.3592324707	0.01810567017
-0.5667117805	2.458624174	3.31622909	-0.5667117805	1.122913931	1.213625682	-0.5667117805	1.389940234	1.07069152	-0.5667117805	-0.3405301613	0.01990677365	-0.5667117805	0.09749736175	0.7891103883	-0.5667117805	0.1227525383	0.814440213	-0.5667117805	0.8848887274	1.262681169	-0.5667117805	0.5314566206	1.02502471	-0.5667117805	-0.3377445951	0.01889397239	-0.5667117805	-0.3608417158	0.01821223564
-0.5617050146	2.380588742	2.742781221	-0.5617050146	0.4762721137	0.8591499281	-0.5617050146	0.7571865373	0.8693800641	-0.5617050146	-0.3419923337	0.02006582718	-0.5617050146	1.138965262	1.433974194	-0.5617050146	-0.2431555696	0.4488431407	-0.5617050146	0.4717091005	1.042247138	-0.5617050146	-0.08501058073	0.5721261635	-0.5617050146	-0.3423721779	0.01906999381	-0.5617050146	0.8512253583	1.213841673
-0.5566982487	-0.6001631598	0.03911164543	-0.5566982487	-0.1596169945	0.40687079	-0.5566982487	0.6021127356	0.8432180019	-0.5566982487	-0.3434652199	0.02022639969	-0.5566982487	-0.3787350196	0.02194513504	-0.5566982487	-0.403128271	0.02270417163	-0.5566982487	0.04398582386	0.7358520793	-0.5566982487	-0.3650511913	0.02127740185	-0.5566982487	-0.3468451627	0.01925136115	-0.5566982487	0.7815956818	1.14632875
-0.5516914829	-0.6023983455	0.03912743562	-0.5516914829	-0.3967569	0.01751484781	-0.5516914829	0.3863468076	0.7572665827	-0.5516914829	-0.3449489445	0.02038850889	-0.5516914829	-0.3826294485	0.02210074394	-0.5516914829	0.211410271	0.8938533162	-0.5516914829	0.2176410054	0.8708274568	-0.5516914829	-0.3656921328	0.02137135208	-0.5516914829	-0.3511736623	0.01940821497	-0.5516914829	-0.3678096558	0.01866523308
-0.546684717	-0.6041656958	0.03907633762	-0.546684717	0.7533856272	0.9645855723	-0.546684717	1.426600283	1.126561638	-0.546684717	-0.3464759759	0.02054926077	-0.546684717	0.1335415298	0.8428509251	-0.546684717	0.2799744724	0.9428087459	-0.546684717	0.2632636711	0.9043873776	-0.546684717	2.846061079	3.212118047	-0.546684717	0.04919213273	0.6556309473	-0.546684717	0.6422377566	1.013521114
-0.5416779511	-0.6051487531	0.0389387145	-0.5416779511	-0.4014237522	0.01762803794	-0.5416779511	2.21834476	1.347073751	-0.5416779511	-0.348196606	0.02069460248	-0.5416779511	0.45738593	1.077697658	-0.5416779511	-0.4111800296	0.02306298305	-0.5416779511	-0.3878700622	0.02110512447	-0.5416779511	-0.3667624774	0.02153312592	-0.5416779511	0.2967744147	0.8333497681	-0.5416779511	-0.3743814767	0.01909718227
