E- (meV)	LETLET77597_1.05meV_rings_0.35A-1	E+ (meV)	LETLET77597_1.05meV_rings_0.35A-1	E- (meV)	LETLET77597_1.05meV_rings_0.45A-1	E+ (meV)	LETLET77597_1.05meV_rings_0.45A-1	E- (meV)	LETLET77597_1.05meV_rings_0.55A-1	E+ (meV)	LETLET77597_1.05meV_rings_0.55A-1	E- (meV)	LETLET77597_1.05meV_rings_0.6499999999999999A-1	E+ (meV)	LETLET77597_1.05meV_rings_0.6499999999999999A-1	E- (meV)	LETLET77597_1.05meV_rings_0.75A-1	E+ (meV)	LETLET77597_1.05meV_rings_0.75A-1	E- (meV)	LETLET77597_1.05meV_rings_0.8499999999999999A-1	E+ (meV)	LETLET77597_1.05meV_rings_0.8499999999999999A-1	E- (meV)	LETLET77597_1.05meV_rings_0.95A-1	E+ (meV)	LETLET77597_1.05meV_rings_0.95A-1	E- (meV)	LETLET77597_1.05meV_rings_1.0499999999999998A-1	E+ (meV)	LETLET77597_1.05meV_rings_1.0499999999999998A-1	E- (meV)	LETLET77597_1.05meV_rings_1.15A-1	E+ (meV)	LETLET77597_1.05meV_rings_1.15A-1	E- (meV)	LETLET77597_1.05meV_rings_1.25A-1	E+ (meV)	LETLET77597_1.05meV_rings_1.25A-1
0.05101489448	-0.0038627193520932484	0.05412718908	0.006317769974117323	0.05101489448	0.004373280747548143	0.05412718908	-0.0012878357942522757	0.05101489448	-0.004593922005583381	0.05412718908	-0.006466576118981409	0.05101489448	-0.0055034830353532	0.05412718908	0.014843344615603002	0.05101489448	0.0033855813500945817	0.05412718908	0.017845441786554363	0.05101489448	0.012296765090874712	0.05412718908	0.012673899910529031	0.05101489448	-0.005195194427188168	0.05412718908	0.012471435130019536	0.05101489448	-0.00510074005797134	0.05412718908	0.02538530748600474	0.05101489448	0.008768180828827112	0.05412718908	-0.005348090425688794	0.05101489448	-0.00473786998907359	0.05412718908	-0.005854018461343802
0.05602166036	0.0013699839214819033	0.05913395496	0.005115556014770663	0.05602166036	-0.005558981716569187	0.05913395496	0.000751651532943793	0.05602166036	0.02399448304799096	0.05913395496	-0.00714033171464849	0.05602166036	0.0035163307199863932	0.05913395496	0.004980406151179996	0.05602166036	-0.006544342517930157	0.05913395496	0.004307357896807585	0.05602166036	0.0034407900373853123	0.05913395496	0.013508354237361854	0.05602166036	0.014008494459823908	0.05913395496	0.0460359630582759	0.05602166036	0.0038575313327919186	0.05913395496	0.017764652996248267	0.05602166036	0.0031757447536376465	0.05913395496	0.0231554789053589	0.05602166036	-0.005120866212192434	0.05913395496	0.014768075099710001
0.06102842625	-0.0010373924533605273	0.06414072084	0.017830353427941315	0.06102842625	-0.006003487620235091	0.06414072084	0.003408418391487995	0.06102842625	-0.0037600052173972745	0.06414072084	-0.007812694214526496	0.06102842625	0.005651196701616288	0.06414072084	-0.008589660083196822	0.06102842625	0.004778837179259405	0.06414072084	0.011705038867442426	0.06102842625	0.0063768225962633675	0.06414072084	0.021396541683035588	0.06102842625	0.004735411149448839	0.06414072084	0.004916873461577403	0.06102842625	-0.006048831303147966	0.06414072084	0.019576153516460047	0.06102842625	0.0027279310178891275	0.06414072084	0.03973084860230319	0.06102842625	0.013307165954434406	0.06414072084	0.010005857472841738
0.06603519213	0.005342548269067274	0.06914748673	0.018817717638319863	0.06603519213	-0.0019567198831980863	0.06914748673	-0.004854670523140327	0.06603519213	-0.005762378433378438	0.06914748673	-0.004739866964137001	0.06603519213	0.010259364647843126	0.06914748673	0.03895467411993458	0.06603519213	-0.007621983180388624	0.06914748673	0.017864581591491405	0.06603519213	0.0010456734162902492	0.06914748673	0.003346224537665255	0.06603519213	-0.006584086391760278	0.06914748673	0.028467955870178998	0.06603519213	0.007500354776461747	0.06914748673	-0.0016563630066712682	0.06603519213	-0.006563851093280327	0.06914748673	0.025552316830728325	0.06603519213	0.001386928269577034	0.06914748673	0.011107908790425352
0.07104195802	0.004848051724384966	0.07415425261	-0.005479717453229139	0.07104195802	0.0010625608370465913	0.07415425261	0.01563958965795235	0.07104195802	0.0016139566419395071	0.07415425261	0.004769418098178889	0.07104195802	0.008144993462458248	0.07415425261	0.03397357492087037	0.07104195802	-0.0016683742851095929	0.07415425261	0.011306841591367509	0.07104195802	0.005739555020422041	0.07415425261	-0.003984304479774444	0.07104195802	-0.0070307711253232924	0.07415425261	0.010879650879029255	0.07104195802	0.018995520617284403	0.07415425261	0.03183273148828656	0.07104195802	0.005999082050081445	0.07415425261	-0.004758703558901057	0.07104195802	0.0002152070777313294	0.07415425261	0.011325472810798277
0.0760487239	-0.008863039944343065	0.0791610185	0.0005542520581699884	0.0760487239	0.0001523900438932302	0.0791610185	0.005562015417954978	0.0760487239	0.0009167191096819253	0.0791610185	0.0012713807164530262	0.0760487239	0.014489728111356705	0.0791610185	0.0034280143750936493	0.0760487239	-0.008679530202199082	0.0791610185	0.010292818596365364	0.0760487239	0.020230176111822495	0.0791610185	0.0030032426652346757	0.0760487239	-0.007469973587954763	0.0791610185	0.009727195246521889	0.0760487239	-0.0019915629704687723	0.0791610185	0.01309981662491163	0.0760487239	0.013585416307542597	0.0791610185	0.001166989387487843	0.0760487239	0.01153729429252799	0.0791610185	0.0025487715880427946
0.08105548978	-0.009382009389517736	0.08416778438	-0.012422822456352636	0.08105548978	0.005805045240567282	0.08416778438	0.005374349070501702	0.08105548978	-0.005618497823272247	0.08416778438	0.006889964412146339	0.08105548978	0.01673798918568747	0.08416778438	0.006789848550360072	0.08105548978	0.0219743839804247	0.08416778438	0.011785239465824033	0.08105548978	-0.002772897519080353	0.08416778438	0.004371359806303276	0.08105548978	-0.007896777203525688	0.08416778438	0.03665641015158296	0.08105548978	-0.0025454401939471196	0.08416778438	-0.006413267362066076	0.08105548978	-0.000750496480478688	0.08416778438	0.005284293730774904	0.08105548978	0.01230145920038451	0.08416778438	0.0054002036700376305
0.08606225567	0.022109735355400995	0.08917455026	0.0049939413867293395	0.08606225567	0.0006583813115827753	0.08917455026	0.0005780061080768085	0.08606225567	-0.0034618893947166067	0.08917455026	0.0019933881397104216	0.08606225567	0.0158536902908033	0.08917455026	-0.010686053307573816	0.08606225567	-0.009686358585708646	0.08917455026	0.04031913120057961	0.08606225567	0.021716416188752405	0.08917455026	0.0051487641921313726	0.08606225567	0.009826156104352259	0.08917455026	0.014653727253550958	0.08606225567	-0.006184358005729002	0.08917455026	0.04450311370046112	0.08606225567	0.004159798584132885	0.08917455026	0.007488303401119717	0.08606225567	0.008687201620259722	0.08917455026	0.0012236846812704685
0.09106902155	-0.01039917879876182	0.09418131615	-0.012017996033444268	0.09106902155	0.0010290233305132457	0.09418131615	-0.010869216377900599	0.09106902155	0.004440955203343273	0.09418131615	0.011609404117171712	0.09106902155	0.0060439118399407245	0.09418131615	0.01502567330485358	0.09106902155	0.03132456861777617	0.09418131615	0.009029908970618842	0.09106902155	0.0037629225671046798	0.09418131615	0.019346406864149922	0.09106902155	0.012911395851798747	0.09418131615	-0.010026460706937669	0.09106902155	-0.0029073988942551333	0.09418131615	0.0018797724918120265	0.09106902155	0.0043071876592153365	0.09418131615	0.01415625924129166	0.09106902155	-0.007946242556657107	0.09418131615	-0.010266670950440197
0.09607578743	-0.010897584817983865	0.09918808203	-0.0007345949451615718	0.09607578743	-0.007099915859925656	0.09918808203	0.013748288641003734	0.09607578743	0.00828642264583071	0.09918808203	0.01997487353108016	0.09607578743	0.0023534435225251163	0.09918808203	0.003475176683311645	0.09607578743	0.004296491306853894	0.09918808203	-0.009268369928364998	0.09607578743	-0.009911694850942145	0.09918808203	0.029945039915140585	0.09607578743	-0.00908552309229697	0.09918808203	0.01653379095012336	0.09607578743	-0.008871037538061472	0.09918808203	0.020882173708513318	0.09607578743	-0.007897503993591598	0.09918808203	-0.003237995289335365	0.09607578743	-0.00834796840493463	0.09918808203	-0.005947179902158717
0.1010825533	-0.01138645212847999	0.1041948479	0.027440111027631622	0.1010825533	0.023166347576217498	0.1041948479	0.021630030297435085	0.1010825533	-0.0008981722214750235	0.1041948479	0.02716452666242851	0.1010825533	-0.009726692587738006	0.1041948479	0.009604696168756565	0.1010825533	-0.011080090692034701	0.1041948479	0.0050502906294122175	0.1010825533	-0.010398353308209258	0.1041948479	0.019706418769866185	0.1010825533	-0.009474898104887284	0.1041948479	0.05690379462497727	0.1010825533	0.007759436554151809	0.1041948479	-0.01499098623119837	0.1010825533	0.0037469703170778293	0.1041948479	-0.0018678135324515753	0.1010825533	-0.008740653811345136	0.1041948479	0.020565114996729875
0.1060893192	-0.011865184017018297	0.1092016138	0.0674413759313495	0.1060893192	0.009764692554231713	0.1092016138	-0.004325553358824244	0.1060893192	-0.006200159034888174	0.1092016138	0.039646622915547644	0.1060893192	-0.0101354699512737	0.1092016138	0.051932700498254776	0.1060893192	0.007013852431747505	0.1092016138	0.05426012658150515	0.1060893192	-0.010875645198105664	0.1092016138	-0.015426720295507979	0.1060893192	-0.009867374084935111	0.1092016138	-0.013746812599926895	0.1060893192	0.01730866799748421	0.1092016138	0.00018482842182434775	0.1060893192	-0.010078207959529675	0.1092016138	0.00188178564573431	0.1060893192	-0.009121391618963477	0.1092016138	0.027511639678794345
0.1110960851	-0.012340083369571951	0.1142083797	0.008244790961557849	0.1110960851	0.02184615929378261	0.1142083797	0.008820093910576697	0.1110960851	0.0049029686634180355	0.1142083797	0.029807106150207915	0.1110960851	0.0329717100790145	0.1142083797	0.035239000919764445	0.1110960851	0.0153103623551621	0.1142083797	-0.01331501494784792	0.1110960851	-0.01133030343491716	0.1142083797	-0.016281121583988027	0.1110960851	0.024615256228565155	0.1142083797	0.024988631531493027	0.1110960851	0.006928971817077763	0.1142083797	0.0038178325103140317	0.1110960851	0.015744552089076203	0.1142083797	-0.0003999461387632218	0.1110960851	0.017589106497051584	0.1142083797	0.04280731449162131
0.116102851	-0.0128086308031489	0.1192151456	-0.007578907227565065	0.116102851	0.012789977043111677	0.1192151456	0.009987512856209826	0.116102851	0.003566245187618247	0.1192151456	0.028537613866946223	0.116102851	0.0008014806713184491	0.1192151456	-0.009556806904677946	0.116102851	0.009772176282415118	0.1192151456	0.05080960648349067	0.116102851	-0.011765687954271471	0.1192151456	0.021415700322917352	0.116102851	-0.006903384670400492	0.1192151456	-0.01520382293786556	0.116102851	-0.0062890279931884655	0.1192151456	-0.003908091116757359	0.116102851	-0.0044588379931207525	0.1192151456	0.008557758229706168	0.116102851	-0.00209001466973636	0.1192151456	0.10128013356895667
0.1211096169	-0.013270661433163682	0.1242219114	-0.012742252056246269	0.1211096169	0.00811450106265855	0.1242219114	0.010070208835995893	0.1211096169	0.009112867699426772	0.1242219114	-0.008646463830241525	0.1211096169	-0.00833891792711033	0.1242219114	-0.01795833415218259	0.1211096169	0.016286054834504658	0.1242219114	-0.0022545773902851243	0.1211096169	-0.008843404618567495	0.1242219114	0.03609386344744993	0.1211096169	0.0019430837845241715	0.1242219114	-0.015943582337329763	0.1211096169	-0.010287936462696762	0.1242219114	0.0070818600422967925	0.1211096169	0.023836757138993483	0.1242219114	0.0027609409443346005	0.1211096169	-0.0007054000147367212	0.1242219114	0.0487926742735712
0.1261163827	-0.005022816161600714	0.1292286773	0.002600689516906101	0.1261163827	-0.001418217602866074	0.1292286773	0.003078236384264958	0.1261163827	-0.00025374978186452814	0.1292286773	-0.003625168941294193	0.1261163827	-0.01174066899979288	0.1292286773	0.07820538032132975	0.1261163827	0.020287006527793573	0.1292286773	0.004176301635807134	0.1261163827	-0.010219731300436333	0.1292286773	-0.0063014749831538115	0.1261163827	0.008178637993409545	0.1292286773	0.006184729155542209	0.1261163827	-0.010502342369635851	0.1292286773	-0.008898032965091972	0.1261163827	-0.011752442236720612	0.1292286773	-0.01236579051342752	0.1261163827	0.010986614142047853	0.1292286773	0.07587531984693201
0.1311231486	0.012620185247073376	0.1342354432	-0.022003756658869143	0.1311231486	-0.011615611696865941	0.1342354432	-0.002396393965160762	0.1311231486	0.007712483187631503	0.1342354432	-0.005324074338910307	0.1311231486	-0.012105317314493802	0.1342354432	0.046530679162501955	0.1311231486	0.0007102304708495061	0.1342354432	-0.0101420589869403	0.1311231486	0.0214721855909416	0.1342354432	-0.008039443413757874	0.1311231486	-0.001340694973421767	0.1342354432	0.006505505535806176	0.1311231486	0.019108861193075945	0.1342354432	0.052604339582631394	0.1311231486	-0.0038653998918852777	0.1342354432	-0.002695970853187622	0.1311231486	-0.011039419087537625	0.1342354432	0.0206812915978887
0.1361299145	0.005349409537629081	0.1392422091	-0.023083049436028527	0.1361299145	-0.007166363505654547	0.1392422091	0.005238358606678044	0.1361299145	-0.01035959933438404	0.1392422091	-0.012516779990091683	0.1361299145	-0.012454964347085108	0.1392422091	0.005232838068501486	0.1361299145	-0.01386593208109048	0.1392422091	0.014882816113158422	0.1361299145	0.0011728000581231219	0.1392422091	0.005575563349595165	0.1361299145	-0.012609281296996133	0.1392422091	0.00662741663834006	0.1361299145	0.0017084819910478753	0.1392422091	0.018917179144762826	0.1361299145	0.039050288176468516	0.1392422091	0.0069944780828458345	0.1361299145	0.0060772635566946585	0.1392422091	0.013883605950335361
0.1411366804	0.026147141880448456	0.144248975	0.019724541652071815	0.1411366804	0.022622289949225053	0.144248975	0.051284368182399495	0.1411366804	0.018185723406101393	0.144248975	-0.005970465995865078	0.1411366804	-0.006305445541085867	0.144248975	0.012780616226718295	0.1411366804	-0.01422940433670158	0.144248975	-0.0032398540747584836	0.1411366804	-0.01375603668810114	0.144248975	-0.00863688990445288	0.1411366804	-0.01307169368611904	0.144248975	-0.019240243322882846	0.1411366804	-0.005413863525133938	0.144248975	0.007615329990284286	0.1411366804	-0.012791952657170425	0.144248975	0.018346705060516298	0.1411366804	-0.007898422368719911	0.144248975	-0.0030360994140242016
0.1461434463	0.011080506788292546	0.1492557409	-0.015657926564494162	0.1461434463	0.0048699195277257645	0.1492557409	0.025158185665726984	0.1461434463	-0.00685821256719104	0.1492557409	-0.017665832693220467	0.1461434463	0.03824415781360995	0.1492557409	0.03137890378437107	0.1461434463	0.012952255570035901	0.1492557409	-0.021138295347347805	0.1461434463	-0.014119438120215693	0.1492557409	0.02528991710110182	0.1461434463	-0.009747942254339127	0.1492557409	-0.01265627575922443	0.1461434463	0.05535433698019215	0.1492557409	-0.02433540526773102	0.1461434463	-0.013097888423163716	0.1492557409	0.01833246071874408	0.1461434463	0.006075866325851096	0.1492557409	-0.018815319057175744
0.1511502122	-0.015765704385568586	0.1542625068	0.03326762720591612	0.1511502122	-0.00018665178642814906	0.1542625068	-0.008172429981761408	0.1511502122	0.015389305468317484	0.1542625068	0.0032494661839140263	0.1511502122	-0.011956122561779033	0.1542625068	0.033007823535046624	0.1511502122	-0.014940521855889387	0.1542625068	0.00462227542279097	0.1511502122	-0.014455176529845246	0.1542625068	0.062318337421120834	0.1511502122	0.009340674339981163	0.1542625068	0.024655921328447974	0.1511502122	0.012311695717416814	0.1542625068	-0.02416120593227969	0.1511502122	-0.013392902364458874	0.1542625068	-0.00282068488836257	0.1511502122	0.03712547928294172	0.1542625068	-0.019689877343558256
0.156156978	-0.016145154276772804	0.1592692726	0.0004054733676578379	0.156156978	-0.013395217202611796	0.1592692726	0.012775644246207809	0.156156978	0.013713639068362416	0.1592692726	0.0657374602907779	0.156156978	0.01742207156374569	0.1592692726	0.03743599234009546	0.156156978	-0.015287310629981576	0.1592692726	0.0004672920206549695	0.156156978	-0.014782765235084764	0.1592692726	0.004148658276003478	0.156156978	0.013338010806114166	0.1592692726	-0.022022743872811463	0.156156978	0.013627714244933566	0.1592692726	-0.0011891511808183976	0.156156978	0.008069204589109188	0.1592692726	-0.023817898329304803	0.156156978	0.00487429575580344	0.1592692726	0.05481429561952025
0.1611637439	0.008319231646889313	0.1642760385	-0.002830766985494052	0.1611637439	0.0004674803603867316	0.1642760385	0.027179304142660423	0.1611637439	-0.011797676429989122	0.1642760385	0.010130093759406137	0.1611637439	-0.014085232830679025	0.1642760385	-0.019980237798647108	0.1611637439	-0.01563190194275296	0.1642760385	-0.0025923457702780794	0.1611637439	0.042022920779338446	0.1642760385	0.12228434835063486	0.1611637439	-0.013226864061376454	0.1642760385	0.022535819447070806	0.1611637439	0.010495035853009583	0.1642760385	0.010441581438582079	0.1611637439	0.0071566245223375425	0.1642760385	-0.015227168678227801	0.1611637439	0.005557326197037504	0.1642760385	-0.01726739702212162
0.1661705098	0.040571307128626166	0.1692828044	0.007604146537837578	0.1661705098	0.004692043968645293	0.1692828044	-0.020222458018331543	0.1661705098	0.009697875094498038	0.1692828044	0.0072536833523332775	0.1661705098	0.023840793997086156	0.1692828044	0.02660940619671626	0.1661705098	-0.015969348867997855	0.1692828044	-0.001038713306616576	0.1661705098	0.022709231542056126	0.1692828044	0.053914832405173384	0.1661705098	-0.01500951061818484	0.1692828044	-0.003369946893891471	0.1661705098	0.03393854190550463	0.1692828044	0.0467535413854131	0.1661705098	0.007520941806520236	0.1692828044	0.014016575882199681	0.1661705098	-0.013666821825224855	0.1692828044	-0.021907722337882535
0.1711772757	-0.0019104772767286867	0.1742895703	-0.02555529059943138	0.1711772757	-0.0023346516972362306	0.1742895703	0.01709018334247325	0.1711772757	-0.01239031913814871	0.1742895703	-0.026270808334792013	0.1711772757	-0.014597995193518998	0.1742895703	0.02379255357883284	0.1711772757	-0.016299479813823035	0.1742895703	-0.022066854632547775	0.1711772757	0.04755139525568071	0.1742895703	-0.007751013853237126	0.1711772757	0.004555544475427972	0.1742895703	0.03793514336973825	0.1711772757	-0.012306943401405214	0.1742895703	0.05811918686302719	0.1711772757	0.007915893588006472	0.1742895703	-0.020481235568940076	0.1711772757	-0.0007243939450020519	0.1742895703	-0.022410729811727075
0.1761840416	-0.017585703496411264	0.1792963362	-0.003050430161239331	0.1761840416	0.003181288520207401	0.1792963362	-0.015559528743157042	0.1761840416	0.009089883663088749	0.1792963362	0.026554093807005602	0.1761840416	-0.0148152444744203	0.1792963362	0.03115492885643972	0.1761840416	-0.016639829603744067	0.1792963362	-0.03261097851036545	0.1761840416	-0.01605167705602352	0.1792963362	0.003481994505545307	0.1761840416	-0.0008813288340004844	0.1792963362	-0.02528635919675654	0.1761840416	0.041061841775729115	0.1792963362	-0.005162748659031743	0.1761840416	-0.0066193278284890885	0.1792963362	-0.005329185995764544	0.1761840416	0.004712218590055928	0.1792963362	-0.023001295853873293
0.1811908075	0.024177415888523065	0.1843031021	0.055764977916296664	0.1811908075	0.01320207243950826	0.1843031021	0.030143883452165444	0.1811908075	0.010350684038752866	0.1843031021	-0.0155902178232324	0.1811908075	-0.01502151254007114	0.1843031021	-0.0067125683031897185	0.1811908075	-0.0169706390776408	0.1843031021	-0.011393421602336017	0.1811908075	-0.01636037622273752	0.1843031021	0.02263523999613486	0.1811908075	0.01577428568803984	0.1843031021	-0.01134284195957972	0.1811908075	0.017024037525348847	0.1843031021	0.009669129427332768	0.1811908075	-0.0028795991561076572	0.1843031021	-0.00603871043583783	0.1811908075	-0.005151421360983874	0.1843031021	-0.023676236197721814
0.1861975733	0.022524110442865865	0.1893098679	-0.028028144772628334	0.1861975733	0.011876610112962606	0.1893098679	0.011607134780143497	0.1861975733	0.002513807543275872	0.1893098679	0.025242171900174564	0.1861975733	-0.015218865302430185	0.1893098679	0.059535758779845495	0.1861975733	0.022603548875155637	0.1893098679	0.035658532926395356	0.1861975733	-0.001882011955691067	0.1893098679	-0.004767257162277729	0.1861975733	-0.016452040204414188	0.1893098679	0.002796970712283774	0.1861975733	0.018030573122829865	0.1893098679	-0.0030486938889175198	0.1861975733	0.008854947207384476	0.1893098679	-0.007047707835365712	0.1861975733	0.007639352190116759	0.1893098679	-0.024564932306327284
